263,Vivaldi,,Concerto in D from the Guitar Concerto,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
264,Vivaldi,,Concerto for 4 Violins in B minor,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
265,Vivaldi,,Autumn,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
266,Vivaldi,Wright,Concerto in D for 2 Violins,String,4,N/A,N/A,,Notes:  Scanned:  Issues: 
267,Vivaldi,Hyws Jones,Scenes from The Four Seasons,String,non IUL,N/A,N/A,,Notes:  Scanned:  Issues: 
268,"Warlock, Peter",,6 Italian Dances (of the Renaissance),String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
269,"Warlock, Peter",,Serenade for Strings,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
270,"Wagner, Douglas",,A Quiet Music,String,3,N/A,N/A,,Notes: Performed UIL 2012 and Carnegie Hall Scanned:  Issues: 
271,Wagner,Arr. Dackow,Entrance and March from Tannhauser,String,4,N/A,N/A,,Notes: Performed UIL 2012 Scanned:  Issues: 
272,"Warlock, Peter",,Capriol Suite,String,4,N/A,N/A,,Notes: Performed UIL 2011 Scanned:  Issues: 
273,"Washburn, Robert",,Suite for Strings,String,3 - play 2 mvts,N/A,N/A,,Notes:  Scanned:  Issues: 
274,Williams,Custer,Theme from Schindler's List,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
275,"Williams, Mark",,Dorian Variations,String,2,N/A,N/A,,Notes:  Scanned:  Issues: 
276,"Whear, Paul",,Preludio,String,4,N/A,N/A,,Notes:  Scanned:  Issues: 
277,Wieloszynski,,Beginning Bluegrass,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
278,Williams,Higgins,Theme from Schindler's List,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
279,"Wolf-Ferrari, E",,Serenade for Strings,String,5,N/A,N/A,,Notes: (Mvmt 4 only for UIL Scanned:  Issues: 
280,Zinn,,String Quartet Fiddle Tunes - Six Bluegrass Hits,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
281,Vivaldi,,Concertino in d for 2 Violins and Cello,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
282,"Whear, Paul",,Concertino for Strings,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
283,Anderson,,Sandpaper Ballet,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
284,Korean Folk Song, Arr. Bauerschmidt,Arirang,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
285,Bach,Roberts,Joy of Man's Desiring,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
286,"Bach, JC",,Sinfonia in B Flat,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
287,Bach,,Fugue in G minor (the Little) Wind Arrangement,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
288,Bach,Cailliet,Sheep May Safely Graze,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
289,Bach,Isaac,Brandenburg Sinfonia,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
290,Bach,Ormandy,Wachet Auf!,String,N,N/A,N/A,,Notes: 5 for full orchestra Scanned:  Issues: 
291,Samuel Barber,,Under the Willow Tree,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
292,Bartok,,Rumanian Folk Dances,String,4 or 5,N/A,N/A,,"Notes: 3 mvts, all mvts Scanned:  Issues: "
293,Bartok,Serly,Bartok Suite,Full,"1, 2 or 3",N/A,N/A,,Notes: No Score Scanned:  Issues: 
294,Beethoven,Woodhouse,Finale Symphony #5,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
295,Beethoven,,Symphony #5 in C minor,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
296,Beethoven,,Egmont Overture,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
297,Beethoven,,5th Symphony,String,3 - finale,N/A,N/A,,Notes:  Scanned:  Issues: 
298,Beethoven,,Symphony #7,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
299,Bergsma,,Paul Bunyan Suite,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
300,Berlioz,Leidig,March to the Scaffold,Full,3 or 4,N/A,N/A,,Notes:  Scanned:  Issues: 
301,Hector Berlioz,,Marche Hongroise,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
302,Bizet,,Carmen Suite #1,Full,3 or 5,N/A,N/A,,Notes:  Scanned:  Issues: 
303,Bizet,,Carmen Suite #1,Full,3 or 5,N/A,N/A,,Notes: Scores Only Scanned:  Issues: 
304,Bizet,,Carmen Suite #1,Full,3 or 5,N/A,N/A,,Notes: Incl. Soprano Sax Scanned:  Issues: 
305,Bizet,,Carmen Suite #1,Full,3 or 5,N/A,N/A,,Notes: Original Parts Scanned:  Issues: 
306,Boccherini,,"Symphony in D, op. 16, #2",Both,5,N/A,N/A,,Notes: play all Scanned:  Issues: 
307,Borodin,,Dances From Prince Igor,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
308,Brahms,,Academic Festival Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
309,Britten,,Simple Symphony,String,5,N/A,N/A,,Notes: Play 1 mvt. Scanned:  Issues: 
310,Britten,Stone,Five Courtly Dances From Gloria,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
311,Britten,,Matinees Musicales,N/A,5,N/A,N/A,,Notes: Play 1 Scanned:  Issues: 
312,Bullock,,Variants,Full,N,N/A,N/A,,Notes: VERY incomplete parts Scanned:  Issues: 
313,R. K. Clark,,"Overture, Prayer, & Dance",Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
314,Copland,,Outdoor Overture,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
315,Copland,,"Waltz, From Billy the Kid",Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
316,Copland,,Down a Country Lane,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
317,Copland,,John Henry,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
318,Couperin,Milhaud,Overture & Allegro from La Sultane Suite,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
319,Paul Creston,,Night in Mexico,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
320,M. L. Daniels,,Hunter's Song & Jig,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
321,Del Borgo,,Chant and Joyous Dance,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
322,Del Borgo,,Australian Suite,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
323,Frederick Delius,,The Walk to the Paradise Garden,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
324,Frederick Delius,,Summer Evening,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
325,L. Delibes,,March and Procession of Bacchus,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
326,Dvorak,,Symphony #4,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
327,Dvorak,Leidig,Dvorak's 9th Symphony New World op 95 Mvt I ,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
328,Oscar Fox,Goltz,My Heart is a Silent Violin,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
329,C. Franck,,Symphony in D Minor,Full,5,N/A,N/A,,Notes: Play 1 Scanned:  Issues: 
330,G. Frescobaldi,,Toccata,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
331,Gershwin,,I Got Rhythm Variations,Other,N,N/A,Y,,Notes:  Scanned:  Issues: 
332,Gershwin,,George Gershwin in Concert,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
333,V. Giannini,,Symphony #2,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
334,Reinhold Glière,,Russian Sailor's Dance from The Red Poppy,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
335,M. I. Glinka ,,Russlan and Ludmilla Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
336,M. I. Glinka ,,Russlan and Ludmilla Overture,Full,5,N/A,N/A,,Notes: Scores Scanned:  Issues: 
337,C. W. von Gluck,,Air de Ballet,Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
338,C. W. von Gluck,,Overture to the Ballet Don Juan,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
339,C. W. von Gluck,,Iphigenia in Aulis,String,3,N/A,N/A,,Notes: 3 - full orchestra Scanned:  Issues: 
340,Morton Gould,,Guaracha,String,5,N/A,N/A,,Notes: 5 - full orchestra Scanned:  Issues: 
341,Gounod,Walter,Waltz from Faust,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
342,Percy Grainger,,Irish Tune from Country Derry,Full,non IUL,N/A,N/A,,Notes:  Scanned:  Issues: 
343,J. G. Groun,Barnes,Frederick the Great Overture,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
344,Grieg,Wilson,Heart Wounds,Full,5,N/A,N/A,,Notes: play all Scanned:  Issues: 
345,Grieg,Stone,Two Lyric Pieces,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
346,Grofe,,Grand Canyon Suite,String,5,N/A,N/A,,Notes: Score Scanned:  Issues: 
347,Grofe,,Grand Canyon Suite,String,5,N/A,N/A,,Notes: Parts Scanned:  Issues: 
348,Handel,Gordon,Firework Music,Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
349,Handel,Johnson,Music for the Royal Fireworks Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
350,Handel,Ormandy,Concerto in D (Fireworks Overture),Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
351,G. F. Handel,,The Faithful Shepherd,Full,4 or 5,N/A,N/A,,Notes:  Scanned:  Issues: 
352,Handel,Kinder,Prelude & Fugue in D Minor,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
353,Handel,,Concerto for Orchestra in D Major,Full,4,N/A,N/A,,Notes: Kealing Scanned:  Issues: 
354,Haydn,,Symphony #104,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
355,Haydn,Popper,Cello Concerto in C,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
356,L. J. F. Herold,,Zampa Overtures,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
357,Q. Hillard,,Chorales,Both,N,N/A,N/A,,Notes: Beg-Int. Scanned:  Issues: 
358,Hofeldt,,Song of the Prairy,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
359,Holst,,"Jupiter, from The Planets",String,1,N/A,N/A,,Notes: Scores & string parts Scanned:  Issues: 
360,Holst,,"Jupiter, from The Planets",Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
361,Holst,Leidig,Jupiter - Bringer of Jollity from The Planets,Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
362,Holst,,Planets,String,1,N/A,N/A,,Notes: mini scores Scanned:  Issues: 
363,Michael M. Horvit,,Toccatina,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
364,Ippolitov-Ilanov,Isaac,Procession of the Sardar,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
365,M. Issac,,Cavalier Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
366,M. Issac,,Cavalier Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
367,M. Issac,,Overture Russe,Full,2,N/A,N/A,,Notes:  Scanned:  Issues: 
368,Kabalevsky,,Colas Breugnon Overture,Full,5,N/A,N/A,,Notes: No score Scanned:  Issues: 
369,Kabalevsky,,The Comedians,Full,5,N/A,N/A,,"Notes: 1 of 3 Scores, winds brass, perc Scanned:  Issues: "
370,Kabalevsky,,The Comedians,Full,5,N/A,N/A,,Notes: 2 of 3 Violins (7-7) Scanned:  Issues: 
371,Kabalevsky,,The Comedians,Full,5,N/A,N/A,,"Notes: 3 of 3 Violias, Cello, Bass Scanned:  Issues: "
372,"Johnson, Robert G",,Cortege,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
373,"Leckrone, Michael",,Harlequinette,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
374,Lehmeieir,,Spanish Dance,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
375,Matesky,,Choreo Primo,Full,4 or 5,N/A,N/A,,Notes:  Scanned:  Issues: 
376,Matesky,,Variations on Famous Theme by Paganini,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
377,Mendelssohn,,Fingals Cave,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
378,Mendelssohn,Leidig,Reformation Symphony (Mvt. IV),Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
379,Mendelssohn,,Symphony #4,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
380,Mendelssohn,,Symphony #4,Other,N,N/A,N/A,,Notes: Scores Scanned:  Issues: 
381,Montgomery,Smith,Angels from the Realms of Glory,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
382,Moussorgsky,Sopkin,A Night on Bald Mountain,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
383,Moussorgsky,Simpson,Pictures at an Exhibition - Part I,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
384,Moussorgsky,Simpson,Pictures at an Exhibition - Part II,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
385,Moussorgsky,,The Great Gate of Kiev,Full,4,N/A,N/A,,Notes: Easy Scanned:  Issues: 
386,Muczynski,,Dovetail Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
387,Mlynarski,,Mazurka,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
388,Nelson,,Jubilee,Full,5,N/A,N/A,,Notes: Copied Parts Scanned:  Issues: 
389,"Rodrigo, J",,Concertino,String,N,N/A,N/A,,Notes: Violin and String Orch Scanned:  Issues: 
390,Ruhn,,16th & 17th Century Dance Tunes & Airs,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
391,Bowen,,Eight Masterworks/LeCloir/Teleman/Moffat/Tartini/Gluck/Mozart/Haydn/Francoeur,String,N,N/A,N/A,,Notes: Quartet/Octet/String Orch Scanned:  Issues: 
392,Gounded,McLeod,Funeral March of A Marionette,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
393,Bach,,Overture in Eight Parts (op. 3 Sinfonias),String,N,N/A,N/A,,"Notes: No Cello/Bass Parts, Scores Scanned:  Issues: "
394,Stamitz,Greem,Sinfonia in D,String,3,N/A,N/A,,Notes: play mvt 1 Scanned:  Issues: 
395,Richard Lane,,Passacaglia,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
396,C. Norton,,Airs & Graces,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
397,Lawrenie Weiner,,Elegy,String,5,N/A,N/A,,Notes:  Scanned:  Issues: 
398,G. Verdi,,Symphony for Strings,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
399,Bach,Issac,Brandenburg #3,String,3,N/A,N/A,,Notes: Mvt 1 & 2 Scanned:  Issues: 
400,Mozart,Winter,Lucio Silla Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
401,Mozart,Gordon,Menuetto from Symph No. 25 in g minor,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
402,Mozart,Winter,Magic Flute Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
403,Mozart,,Concerto No. 3 in G major,Full,0,N/A,N/A,,Notes: parts only Scanned:  Issues: 
404,Mozart,Gordon,Ceremonial March,Both,N,N/A,N/A,,Notes:  Scanned:  Issues: 
405,Mozart,Forbes,Mozart in Miniature,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
406,Mozart,Moses,Symphony no. 40 in g minor,Full,4,N/A,N/A,,"Notes: (Shawnee, 10 Masterworks) Scanned:  Issues: "
407,Mozart,,Divertimento No. 17,Full,N,N/A,N/A,,Notes: Strings and Horns Scanned:  Issues: 
408,Offenbach,Wersen,Orpheus in the Underworld Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
409,"Ovanin, Nikola",,Hatikvah,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
410,Pachelbel,Gordon,Pachelbel's Canon,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
411,"Presser, William",,Arctic Night,Full,2,N/A,N/A,,Notes:  Scanned:  Issues: 
412,Prokofiev,,Lieutenant Kije,Full,5,N/A,N/A,,Notes: Copied Parts Scanned:  Issues: 
413,Offenbach,Schone,Can-Can,Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
414,"Power, H",,The Home-Owner's Guide to Making Music,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
415,Prokofiev,Siennicki,Montagues and Capulets from Romeo and Juliet,Full,5,N/A,N/A,,Notes: Loaned to Akins Scanned:  Issues: 
416,Prokofiev,Isaac,The Wedding of Lt. Kije,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
417,Prokofiev,Isaac,Troika,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
418,Purcell,Barbirelli,Chaconne in g minor,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
419,"Ravel, Maurice",,Pavane,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
420,Respighi,,Ancient Ayres and Dances,Full,5,N/A,N/A,,Notes: Three Scores only Scanned:  Issues: 
421,Rimsky-Korsakoff,Isaac,Procession of the Nobles,Full,5,N/A,N/A,,Notes: Scores and Copied Parts Scanned:  Issues: 
422,Rimsky-Korsakoff,Isaac,Procession of the Nobles,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
423,"Reed, Alfred",,Testament of an American,Both,N,N/A,N/A,,Notes: Patriotic Scanned:  Issues: 
424,"Rust, F.R.",,Peter Schlemihl Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
425,Saint Saens,,March Heroique Op. 34,Full,N,N/A,N/A,,Notes: Parts Scanned:  Issues: 
426,Saint Saens,,March Heroique Op. 34,Full,N,N/A,N/A,,Notes: Scores Scanned:  Issues: 
427,Saint Saens,,Danse Macabre,Full,N,N/A,N/A,,Notes: Winds in Better Key Scanned:  Issues: 
428,"Scarmolin, A",,The Tower Prince,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
429,Schubert,Cailliet,Moment Musical,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
430,Schubert,Perry,Five Waltzes,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
431,Schubert,Dasch,Symphony No. 8 in B minor (Unfinished),Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
432,Shore,,Lord of the Rings,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
433,"
",,Festival Overture,Full,N,N/A,N/A,,Notes: String Parts Scanned:  Issues: 
434,"
",,Festival Overture,Full,N,N/A,N/A,,Notes: Copied Parts Scanned:  Issues: 
434,Shostakovich,,Festival Overture,Full,N,N/A,N/A,,Notes: Wind and Percussion Parts Scanned:  Issues: 
435,Smetana,,3 Dances from the Bartered Bride,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
436,Smith,McCashin,Where the Black Hawk Soars,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
437,"Smith, Robert",,Rites of Tamburo,Full,N,N/A,N/A,,Notes: VERY incomplete parts Scanned:  Issues: 
438,"Sommerlatte, U.",,Metropolitan Portrait Rhapsody for Orchestra,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
439,"Strauss, J",,Roses from the South,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
440,"Strauss, J",,Gypsy Baron Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
441,Strauss,Sopkin,Blue Danube Waltz,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
442,Stravinsky,Isaac,Petrouchka (The Fair),Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
443,Stravinsky,Isaac,Berceuse and Finale (Firebird),Full,5,N/A,N/A,,Notes: VERY incomplete parts Scanned:  Issues: 
444,Stravinsky,,Firebird Suite,Full,3,N/A,N/A,,Notes: Wind and Percussion Parts Scanned:  Issues: 
445,Stravinsky,,Firebird Suite,Full,3,N/A,N/A,,Notes:  Scanned:  Issues: 
446,Stravinsky,,Firebird Suite,Full,3,N/A,N/A,,"Notes: Viola, Cello, Bass Parts Scanned:  Issues: "
447,Stravinsky,Isaac,Danse Infernale from Firebird Suite,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
448,Swack,,Brief Journey,Full,1,N/A,N/A,,Notes:  Scanned:  Issues: 
449,Telemann,Bauerschmidt,Overture in G Major,Both,N,N/A,N/A,,Notes:  Scanned:  Issues: 
450,Tchaikovsky,Sopkin,Capriccio Italien,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
451,Tchaikovsky,Meyer,March from Symphony No. 2,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
452,Tchaikovsky,,1812 Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
453,Tchaikovsky,Carlin,Finale from 1812 Overture,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
454,Tchaikovsky,Roberts,"Symphony No. 6 in B minor, Pathetique, 3rd Mvt.",Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
455,"Tull, Fisher",,The Final Covenant,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
456,Vaughan Williams,Jacob,English Folk Songs,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
457,Verdi,Reibold,Grand March from Aida,Full,3,N/A,N/A,,"Notes: Good Key - Eb, Dotted Rhythms Scanned:  Issues: "
458,Vivaldi,Matesky,Concerto Grosso in D,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
459,Wagner,Siennicki,Die Meistersinger,Full,4,N/A,N/A,,Notes:  Scanned:  Issues: 
460,Wagner,Moses,Rienzi Overture,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
461,Wagner,Herfurth,March of the Meistersingers,Full,2,N/A,N/A,,Notes:  Scanned:  Issues: 
462,"Walter, D",,Shenandoah,Full,2,N/A,N/A,,Notes:  Scanned:  Issues: 
463,"Wilder, Alec",,Slow Dance for Woodwinds and Strings,Full,N,N/A,N/A,,Notes: Intermediate Scanned:  Issues: 
464,"Wagner, Douglas",,Slane Impressions on an Irish Tune,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
465,Weinberger,,Polka and Fugue from Shwanda,Full,5,N/A,N/A,,Notes:  Scanned:  Issues: 
466,Zamecnik,,Londonderry Air,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
467,Haydn,Dackow,St. Anthony Chorale,String,1,N/A,N/A,,Notes:  Scanned:  Issues: 
468,Monday,,Three Celtic Carols,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
469,Mouret,Leideg,Rondeau from Masterpiece Theatre,Full,N,N/A,N/A,,Notes: No Score Scanned:  Issues: 
470,"Ewing, L",,Spring Creek,String,N,N/A,N/A,,Notes: Easy Scanned:  Issues: 
471,Strommen,,Stone Mt. Stomp,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
472,"O'Laughlin, Sean",,Hillcrest Impressions,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
473,"Meyer, Richard",,Night Rider,String,N,N/A,N/A,,"Notes: Copies, No Score Scanned:  Issues: "
474,"Ewing, L",,Procession,String,N,N/A,N/A,,Notes: Easy Scanned:  Issues: 
475,Mouret,England,Fanfare and Allegro from Suite de Symphonies No. 1,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
476,Caponegro,,Bow Regards Parade,String,1,N/A,N/A,,Notes: Copied Parts Scanned:  Issues: 
477,Monday,,Burgundian Carol,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
478,"Nunez, Carold",,Little Symphony,String,2,N/A,N/A,,"Notes: Copies, No Score Scanned:  Issues: "
479,"Siennicki, Edmund",,Cluster of Carols,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
480,Newbold,,The Haunted Carousel,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
481,Tchaikovsky,Hoffman,Scenes from Swan Lake,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
482,Vaughn Williams,Longfield,Sea Songs,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
483,Handel,Del Borgo,Concerto for String Orch in C major,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
484,"Mishell, K",,String Fling,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
485,Gershwin,Sayer,Summertime from Porgy and Bess,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
486,Telemann,Bauerschmidt,Telemann Suite,String,3,N/A,N/A,,Notes: play all Scanned:  Issues: 
487,Boyle,,A Suite of English Folk Songs,String,1 or 2,N/A,N/A,,"Notes: 1, 2 selections Scanned:  Issues: "
488,Ricketts,,Satchmo! A Salute to Louis Armstrong,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
489,Handel,,"Concerto Grosso, Op. 6 No. 5",Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
490,Zimmer,Ricketts,"Pirates of the Caribbean, Dead Man's Chest",Other,N,N/A,Y,,Notes:  Scanned:  Issues: 
491,Selby,Sheinberg,English Fugue,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
492,"Herbert, V",,Air De Ballet,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
493,Chopin,Balakirev,Mazurka No. 7,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
494,Daniel,,Hill Country Suite,Other,N,N/A,N/A,,Notes:  Scanned:  Issues: 
495,Williams,Custer,Summon the Heroes,Full,N,N/A,N/A,,Notes:  Scanned:  Issues: 
496,Ricketts,,Tribute to Richard Rogers,Full,N,N/A,N/A,,Notes: Pop Scanned:  Issues: 
497,Foster,Thompson,Light the Fire Within,Both,N,N/A,N/A,,Notes: Pop Scanned:  Issues: 
498,Handel,Kerr,Overture to Messiah,Both,N,N/A,N/A,,Notes:  Scanned:  Issues: 
499,Haydn,Parrish,Symphony No. 44 Trauer 4th Mvt.,Both,4,N/A,N/A,,Notes:  Scanned:  Issues: 
500,Bernstein,Moss,West Side Story Medley,String,N,N/A,N/A,,Notes: Pop Scanned:  Issues: 
501,Menotti,Conly,Shepard's Dance from Amahl and the Night Visitors,String,4,N/A,N/A,,Notes:  Scanned:  Issues: 
502,Bernstein,Bulla,America from West Side Story,String,N,N/A,N/A,,Notes: Pop Scanned:  Issues: 
503,"Weber, C.M.",,Waltz for Strings,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
504,Shostakovich,Drew,Prelude and Scherzo,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
505,Mozart,,Divertimento in D. K 136,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
506,Disney,Neely,Fantasia 2000,String,N,N/A,N/A,,Notes: Pop Scanned:  Issues: 
507,Trad,McGinty,Wexford Carol,String,2,N/A,N/A,,Notes:  Scanned:  Issues: 
508,"Warshaur, M",,Shabbat with King David,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
509,Vaughan Williams,Bulla, Song Suite,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
510,Caponegro,,British Grenadiers,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
511,Bizet,Isaac,Farandole from L'Arlesienne Suite No. 2,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
512,Vivaldi,Frackenpohl,Allegro in D,String,3,N/A,N/A,,Notes:  Scanned:  Issues: 
513,Clark,,Carol of the Bells/ Greensleeves,String,N,N/A,N/A,,Notes: Holiday Scanned:  Issues: 
514,Handel,,Concerto Grosso in B flat Major Op. 6 No. 7,String,N,N/A,N/A,,Notes:  Scanned:  Issues: 
